id,passenger_id,flight_id,fare_class,purchase_channel,seat_zone,ticket_price,ancillaries_spend
1336,428,554,1,1,1,490.92,13.48
1337,113,358,1,2,0,1234.36,33.48
1338,107,677,2,0,0,169.41,47.78
1339,1096,193,0,3,1,93.06,45.24
1340,6,285,0,0,1,284.8,19.11
1341,1658,468,1,1,0,705.75,17.97
1342,88,388,0,3,2,149.54,58.42
1343,848,668,3,3,1,1902.84,15.82
1344,179,377,0,3,0,120.08,21.46
1345,1487,100,1,0,0,145.82,62.9
1346,949,344,0,0,0,986.87,21.5
1347,1586,451,0,2,0,443.53,20.18
1348,1651,61,2,3,0,207.34,36.95
1349,1048,469,0,0,0,315.38,7.25
1350,774,110,1,2,0,373.01,16.35
1351,1452,237,3,0,0,317.57,126.66
1352,58,135,0,0,0,940.37,86.96
1353,782,652,0,1,0,242.97,53.76
1354,283,554,0,0,2,377.95,14.71
1355,820,697,0,2,1,102.41,90.94
1356,382,573,0,0,0,238.53,94.17
1357,1427,474,0,4,0,309.63,48.41
1358,791,555,0,1,0,326.41,15.61
1359,405,62,0,0,0,520.32,78.56
1360,717,297,2,0,1,277.63,42.45
1361,203,492,1,0,0,429.26,16.46
1362,720,128,3,0,0,1358.66,25.23
1363,417,192,0,1,1,169.93,7.76
1364,385,53,0,4,0,1027.03,49.75
1365,84,260,0,2,0,923.31,23.44
1366,1699,445,0,2,0,507.21,11.18
1367,428,554,1,3,0,476.08,32.77
1368,1476,447,0,2,0,83.88,13.43
1369,1198,694,0,1,2,156.78,61.52
1370,514,352,1,1,0,181.27,16.32
1371,1700,19,0,4,1,373.18,0.0
1372,278,113,0,0,0,243.71,62.09
1373,1455,512,0,0,0,436.66,4.02
1374,193,73,0,2,1,280.77,18.34
1375,1230,163,1,3,1,246.15,56.1
1376,122,390,0,0,0,266.75,42.83
1377,1724,52,2,2,1,501.73,24.35
1378,1322,61,1,1,1,173.59,42.94
1379,1104,206,2,3,0,576.63,68.5
1380,1455,512,2,3,1,1134.21,41.1
1381,1465,122,0,4,0,130.22,31.67
1382,139,669,1,4,1,835.81,36.67
1383,459,618,0,3,2,655.81,54.43
1384,1017,118,1,0,0,298.51,13.3
1385,750,93,0,1,0,428.72,21.02
1386,1170,504,0,1,0,811.58,67.75
1387,1157,242,0,0,1,92.99,26.64
1388,665,590,0,4,2,150.35,48.92
1389,1256,441,1,3,1,167.83,13.51
1390,368,123,0,3,0,346.54,19.12
1391,754,167,0,1,0,762.54,9.78
1392,1406,97,0,0,1,149.17,12.02
1393,175,234,1,2,0,1225.58,51.85
1394,71,91,0,1,0,919.43,29.9
1395,1673,468,0,4,0,497.37,103.93
1396,1563,486,0,0,1,93.15,96.14
1397,1780,66,2,2,0,1117.44,87.21
1398,617,386,3,4,0,915.75,59.67
1399,1161,416,0,0,1,124.79,65.25
1400,449,185,1,0,0,185.52,15.38
1401,1540,275,3,0,2,433.53,43.3
1402,484,436,0,3,1,316.13,87.54
1403,737,231,1,0,0,202.26,39.04
1404,659,228,0,0,0,35.0,35.84
1405,72,441,2,0,0,251.32,36.04
1406,606,267,0,0,2,133.84,14.62
1407,78,573,3,0,0,973.47,90.94
1408,1726,224,0,1,1,344.88,4.08
1409,1042,143,1,1,1,875.1,64.61
1410,821,91,1,0,1,1553.62,21.46
1411,715,626,1,0,0,798.97,43.01
1412,243,472,3,1,0,347.57,98.54
1413,613,126,0,0,2,41.42,24.14
1414,115,401,2,1,1,282.66,58.35
1415,995,589,0,4,0,118.33,35.81
1416,553,686,2,0,1,316.39,24.86
1417,628,208,1,0,0,800.94,54.06
1418,1006,115,1,2,0,726.16,16.19
1419,243,472,0,0,2,97.12,11.72
1420,1201,249,0,0,1,186.71,33.9
1421,932,493,0,1,0,252.19,25.8
1422,853,316,0,0,0,75.74,58.35
1423,964,248,1,0,0,180.8,24.93
1424,295,117,2,3,1,650.35,24.27
1425,1569,482,0,1,0,97.63,29.8
1426,486,222,0,2,0,872.65,68.36
1427,231,393,1,4,1,173.05,38.16
1428,148,199,0,0,1,576.69,39.5
1429,1313,364,2,1,2,628.4,0.0
1430,1045,463,1,0,0,376.07,58.05
1431,1166,281,1,1,2,1377.6,22.11
1432,647,302,2,2,0,450.73,48.95
1433,1563,486,2,1,0,213.58,35.51
1434,1117,323,3,1,2,1848.05,7.82
1435,15,650,1,0,0,439.85,12.7
1436,1782,682,2,3,0,589.01,34.76
1437,715,626,1,2,0,756.56,87.68
1438,1017,118,0,2,2,234.84,10.26
1439,731,431,2,3,1,243.63,24.59
1440,925,411,2,4,2,291.88,22.72
1441,688,395,3,0,0,331.05,82.75
1442,1713,713,0,1,0,329.88,6.51
1443,1380,81,2,1,0,316.34,52.56
1444,637,56,0,4,0,489.9,8.48
1445,1718,524,2,1,0,1065.18,85.02
1446,715,626,0,3,0,583.41,52.08
1447,327,31,2,0,1,232.28,9.29
1448,1035,385,1,1,0,384.8,99.33
1449,1509,288,3,1,1,406.4,52.61
1450,1365,520,0,1,2,1139.87,33.42
1451,86,268,0,0,1,80.83,27.2
1452,1559,303,1,0,0,328.97,10.69
1453,452,230,0,2,0,85.56,8.06
1454,343,666,2,1,0,1134.24,22.43
1455,1411,99,0,2,2,62.14,21.11
1456,945,629,0,0,1,97.7,0.65
1457,1311,221,0,3,0,1006.97,17.66
1458,35,625,1,4,0,701.82,22.01
1459,1347,715,3,0,0,317.51,83.57
1460,127,248,0,1,0,94.37,0.0
1461,236,384,0,2,0,136.26,33.51
1462,422,121,1,0,2,1547.98,47.85
1463,1328,295,1,2,0,488.1,26.18
1464,8,558,1,0,0,230.0,30.11
1465,706,180,0,1,1,145.74,30.06
1466,192,626,0,2,2,663.02,41.29
1467,944,572,1,3,0,192.83,4.99
1468,1074,482,3,1,0,224.06,83.85
1469,742,148,1,0,0,143.88,43.02
1470,1462,102,3,2,0,319.4,42.38
1471,318,77,2,2,0,558.93,30.6
1472,1051,539,2,2,0,434.75,19.69
1473,487,280,1,3,0,792.59,48.35
1474,1744,174,0,1,1,97.98,146.17
1475,1498,373,0,1,0,244.39,97.13
1476,475,173,3,2,0,411.7,25.32
1477,1036,532,0,3,0,369.86,27.4
1478,922,421,0,2,1,194.77,31.21
1479,123,103,0,2,1,266.57,89.5
1480,370,422,2,0,0,633.78,51.23
1481,1734,573,1,0,0,435.67,130.79
1482,288,162,0,3,1,1043.72,21.44
1483,666,221,1,0,0,1447.2,63.28
1484,1011,464,2,0,2,617.88,66.07
1485,464,589,1,0,0,175.87,14.52
1486,1206,38,2,1,0,312.22,73.6
1487,1709,361,0,4,0,152.38,23.89
1488,1506,655,0,3,1,1040.07,8.18
1489,1403,309,1,3,1,191.29,23.77
1490,1538,26,0,0,0,956.13,16.11
1491,581,561,1,3,2,395.7,34.14
1492,1096,193,0,4,0,94.05,48.83
1493,279,553,0,1,0,715.48,48.5
1494,156,481,0,4,0,48.02,8.78
1495,623,344,0,2,2,1206.0,202.35
1496,1066,200,2,3,0,1346.46,13.86
1497,6,285,0,3,0,317.09,42.44
1498,527,251,0,0,1,880.44,35.63
1499,1361,226,2,2,2,2194.26,20.71
1500,359,154,3,1,0,217.5,8.57
1501,383,387,0,3,1,370.91,38.3
1502,1013,571,2,2,0,1570.89,47.86
1503,1012,411,2,3,0,248.32,139.72
1504,747,637,0,0,0,94.61,58.79
1505,1458,55,1,2,1,153.58,15.0
1506,1348,451,1,4,1,845.69,116.43
1507,1171,220,1,2,2,708.0,4.83
1508,817,358,3,2,1,3032.77,69.43
1509,551,444,2,2,0,245.11,32.02
1510,1403,309,0,1,0,108.38,11.98
1511,808,443,0,0,0,223.21,64.74
1512,1124,552,0,1,0,116.58,19.71
1513,300,128,2,4,0,1180.35,66.26
1514,1404,558,0,2,1,149.72,32.03
1515,985,283,0,0,0,302.74,14.62
1516,1515,686,1,4,0,182.87,31.51
1517,148,199,0,1,0,548.18,9.81
1518,1387,186,1,0,0,172.52,33.3
1519,58,135,3,2,1,3155.34,20.75
1520,249,250,1,0,1,813.04,0.0
1521,683,581,0,1,0,279.95,40.17
1522,1441,92,0,0,1,517.25,15.2
1523,121,168,1,0,1,1252.87,6.1
1524,466,362,2,0,0,180.32,18.1
1525,162,142,2,0,0,2078.72,17.97
1526,568,213,1,0,2,851.81,120.56
1527,332,12,0,4,0,110.63,82.21
1528,1028,663,2,0,2,663.33,32.18
1529,1228,19,1,4,0,481.38,71.18
1530,1746,367,0,0,0,243.36,9.27
1531,1472,489,2,0,0,240.33,24.52
1532,1479,627,0,0,1,219.46,10.96
1533,1143,595,3,2,1,1904.55,94.03
1534,382,573,0,3,0,311.34,41.37
1535,448,60,1,3,0,719.01,47.21
1536,762,242,1,2,0,189.09,73.89
1537,929,419,1,0,0,388.54,7.08
1538,512,712,0,1,1,127.84,14.81
1539,792,482,0,2,1,73.89,35.15
1540,1511,153,0,3,0,590.92,75.42
1541,692,580,0,2,2,992.87,42.72
1542,832,156,0,2,0,83.63,63.07
1543,973,594,0,2,0,86.35,115.45
1544,113,358,0,0,1,904.16,0.34
1545,1401,440,0,0,1,453.1,28.99
1546,1103,5,0,0,1,501.82,28.78
1547,1649,342,0,1,1,175.03,27.29
1548,488,161,0,4,2,200.32,17.26
1549,1463,168,0,0,0,712.06,19.21
1550,347,373,0,2,2,360.62,19.51
1551,844,434,1,3,0,1455.47,6.36
1552,295,117,0,3,1,362.66,77.38
1553,1357,291,2,1,2,1491.11,45.25
1554,826,171,2,2,0,1045.39,47.59
1555,764,70,1,0,0,145.05,7.55
1556,385,53,0,3,2,1236.48,26.63
1557,403,63,1,0,1,127.04,6.54
1558,1388,224,0,1,0,272.86,8.06
1559,1554,228,1,0,1,193.61,38.06
1560,529,638,1,0,0,1434.54,31.07
1561,1126,361,0,2,0,127.18,99.17
1562,402,265,0,1,0,768.43,45.3
1563,1361,226,0,0,1,925.25,79.51
1564,673,269,0,0,1,538.39,12.58
1565,766,396,0,0,2,80.57,18.83
1566,21,146,1,2,1,1316.98,73.95
1567,820,697,2,2,2,224.48,16.93
1568,996,97,0,2,0,151.35,21.48
1569,415,203,0,0,0,266.61,18.24
1570,1344,464,1,0,2,406.97,5.17
1571,1528,101,0,2,0,87.23,37.85
1572,941,515,0,2,0,341.3,18.72
1573,601,272,1,0,0,153.06,20.75
1574,1642,425,0,0,1,66.79,27.87
1575,306,210,1,0,1,575.49,12.95
1576,1341,147,0,0,1,107.76,27.46
1577,412,375,0,0,0,67.99,3.68
1578,1707,546,1,1,0,157.2,38.33
1579,863,285,1,2,0,423.28,41.16
1580,495,674,3,3,2,2349.49,22.2
1581,709,612,1,2,1,448.92,34.47
1582,269,550,1,3,1,232.57,12.51
1583,1287,541,0,0,0,225.89,0.0
1584,692,580,1,0,0,1181.93,0.69
1585,1489,543,0,2,0,575.88,3.78
1586,1097,539,3,1,0,730.39,53.12
1587,418,400,1,1,0,149.28,13.79
1588,690,663,1,1,0,393.45,6.48
1589,1617,30,0,3,0,975.32,57.86
1590,359,154,0,4,0,119.05,41.93
1591,1647,447,3,3,0,243.29,20.23
1592,437,551,0,3,0,106.38,47.18
1593,1772,178,0,0,0,492.55,63.59
1594,786,98,1,3,0,750.1,64.57
1595,1713,713,2,0,0,695.0,37.04
1596,30,673,0,3,0,420.13,22.64
1597,15,650,2,2,1,636.14,17.88
1598,774,110,1,0,1,390.91,9.45
1599,946,296,1,3,1,269.76,56.73
1600,613,126,0,0,1,89.31,11.3
1601,499,133,0,0,0,372.12,0.0
1602,863,285,1,1,1,458.24,0.0
1603,1617,30,0,1,2,1141.39,26.93
1604,1738,695,0,0,1,112.73,3.46
1605,1668,620,0,4,0,92.71,34.0
1606,245,22,0,4,1,1094.08,99.93
1607,1274,701,0,0,0,849.19,42.92
1608,1143,595,0,0,0,561.51,2.02
1609,1575,156,2,4,1,287.01,50.27
1610,324,213,3,1,0,1506.87,66.01
1611,1295,399,2,0,1,1873.48,40.78
1612,731,431,3,0,1,381.0,29.13
1613,297,316,0,0,2,127.88,21.01
1614,286,536,0,2,2,335.32,27.81
1615,816,523,1,3,1,167.04,23.18
1616,71,91,2,1,1,2131.5,52.96
1617,1461,212,2,2,0,1975.49,36.16
1618,747,637,2,2,0,192.64,58.23
1619,749,559,0,0,1,303.54,41.92
1620,1687,382,0,2,0,466.95,54.46
1621,1798,508,1,1,0,193.28,31.43
1622,1779,219,0,0,1,157.58,35.92
1623,1200,29,0,0,0,231.12,1.38
1624,873,199,0,4,0,642.55,17.66
1625,528,607,1,1,1,1032.26,26.32
1626,1626,488,0,0,0,212.24,34.43
1627,1366,565,1,0,2,1102.69,19.23
1628,252,362,0,0,0,97.51,44.53
1629,1217,205,3,1,1,2600.45,47.28
1630,123,103,0,0,0,208.96,80.48
1631,591,439,1,0,0,177.54,14.14
1632,1013,571,0,2,1,800.49,41.13
1633,822,106,0,0,0,368.95,107.5
1634,1104,206,0,0,1,303.84,11.05
1635,1551,130,3,2,0,334.33,16.77
1636,1655,54,1,2,1,609.9,8.06
1637,715,626,3,3,2,2199.25,26.43
1638,853,316,1,0,0,151.27,8.36
1639,1381,136,0,1,0,233.1,8.66
1640,121,168,2,1,2,2059.87,40.96
1641,361,211,2,2,0,209.6,22.41
1642,1694,635,0,3,0,668.22,71.65
1643,1215,69,1,0,1,1406.27,67.61
1644,1628,716,1,0,1,923.46,45.02
1645,1701,322,3,2,1,904.17,126.7
1646,1559,303,0,4,2,314.09,6.98
1647,1237,438,3,0,0,2688.41,48.07
1648,29,605,0,3,0,926.59,10.73
1649,1064,51,0,1,2,393.53,14.0
1650,28,247,3,0,0,294.8,15.11
1651,1789,663,1,2,0,395.43,138.89
1652,49,77,0,2,1,290.67,14.39
1653,132,629,1,0,1,145.75,47.16
1654,348,587,1,0,0,153.03,35.3
1655,62,583,2,0,0,1169.24,46.83
1656,915,627,0,0,0,268.48,67.2
1657,1403,309,1,2,0,164.36,1.13
1658,65,475,1,4,0,387.46,19.64
1659,1095,48,0,0,0,126.97,49.82
1660,1396,50,0,2,1,98.78,21.01
1661,651,474,0,0,0,272.01,23.84
1662,1242,613,0,1,0,254.42,38.74
1663,134,292,2,3,0,1821.55,56.87
1664,1643,330,0,0,0,541.06,34.53
1665,1515,686,2,1,0,253.2,28.94
1666,1717,553,1,0,0,1271.86,64.26
1667,1153,265,3,0,1,2510.57,70.37
1668,1317,200,1,4,1,1055.73,9.14
1669,646,7,1,0,0,1199.29,7.66
1670,444,162,1,3,0,1350.95,41.05
1671,1072,175,3,2,0,2925.79,5.93
1672,1158,398,1,0,0,798.62,18.99
1673,776,23,0,0,2,716.1,16.48
1674,888,3,1,4,0,861.57,21.05
1675,123,103,2,0,0,427.87,64.74
1676,1068,487,0,0,0,89.25,28.97
1677,136,614,1,3,0,734.43,25.02
1678,1456,175,1,1,1,1413.85,35.4
1679,564,507,2,0,2,369.35,42.81
1680,1436,549,1,0,2,220.91,75.19
1681,1781,591,2,2,0,995.57,78.55
1682,1787,25,1,1,1,1519.11,81.13
1683,852,367,0,2,0,217.9,6.25
1684,89,416,1,1,0,175.11,21.52
1685,267,332,1,0,1,207.83,3.43
1686,547,350,3,3,0,969.11,61.42
1687,1587,57,3,2,2,901.39,24.05
1688,1648,233,0,0,1,162.1,7.76
1689,1643,330,3,3,0,1787.6,33.59
1690,1533,223,1,3,0,131.73,21.21
1691,1558,92,2,3,1,1329.73,36.96
1692,1349,521,1,2,0,396.31,6.9
1693,210,6,0,3,0,975.34,0.0
1694,219,460,0,1,2,60.99,78.34
1695,750,93,1,4,0,736.16,77.05
1696,1503,554,1,2,0,354.81,7.55
1697,1776,397,3,2,0,285.22,171.51
1698,337,426,2,1,1,244.73,39.78
1699,1386,160,1,2,0,1161.49,50.05
1700,1352,202,0,4,0,944.18,24.52
1701,1677,493,2,4,0,458.63,119.59
1702,1108,73,0,0,1,266.86,73.24
1703,1106,50,2,2,0,240.5,64.83
1704,36,682,1,2,0,360.21,88.42
1705,1003,184,1,1,1,839.14,25.16
1706,1570,508,0,3,1,145.14,79.73
1707,1401,440,0,3,0,389.86,28.29
1708,256,78,0,2,1,979.57,54.45
1709,1795,471,0,4,0,256.82,3.01
1710,786,98,1,0,0,746.2,64.7
1711,1294,132,1,0,0,469.72,28.05
1712,251,705,1,0,2,497.28,114.63
1713,1020,131,0,1,1,991.75,42.6
1714,51,10,1,1,0,71.59,51.26
1715,1039,359,1,4,0,518.89,32.91
1716,1070,432,2,4,0,1963.12,34.88
1717,701,112,1,1,2,1431.21,4.52
1718,1254,338,1,2,0,178.42,13.49
1719,1248,179,2,2,0,1893.73,65.21
1720,127,248,0,2,0,164.67,32.67
1721,148,199,0,2,0,559.97,22.04
1722,953,409,1,3,1,492.15,6.46
1723,51,10,1,4,0,144.89,4.53
1724,608,448,0,0,2,96.92,1.15
1725,859,50,0,0,1,49.01,0.47
1726,57,118,1,1,0,353.97,32.81
1727,59,617,3,1,0,1637.09,80.58
1728,330,91,1,2,0,1299.39,22.27
1729,1498,373,1,2,0,405.0,20.73
1730,234,629,2,0,0,195.06,36.83
1731,323,606,0,3,0,714.76,13.94
1732,1673,468,1,4,1,908.09,92.32
1733,277,265,1,0,0,1108.39,121.22
1734,1710,48,1,2,1,149.27,37.54
1735,377,525,0,2,1,301.8,27.86
1736,1002,708,2,3,0,190.4,8.11
1737,292,336,1,0,0,371.65,27.48
1738,204,688,0,1,1,158.78,26.96
1739,1197,516,0,3,0,896.29,41.97
1740,743,211,1,3,1,123.83,26.21
1741,994,407,0,0,0,631.84,10.2
1742,1370,7,2,0,0,1783.49,37.31
1743,280,559,0,3,1,348.17,16.75
1744,218,507,0,0,0,175.14,17.18
1745,743,211,0,0,0,95.81,84.03
1746,131,206,1,1,0,438.51,99.76
1747,1038,167,1,1,2,1352.63,22.71
1748,49,77,1,0,1,399.7,37.27
1749,956,567,2,1,0,486.62,76.99
1750,1632,354,1,4,1,465.09,40.69
1751,1469,344,3,0,2,3407.62,47.28
1752,1098,658,1,4,2,482.59,23.55
1753,547,350,1,0,1,444.21,46.88
1754,559,259,0,1,1,285.12,75.68
1755,417,192,0,1,0,145.36,62.55
1756,474,540,1,4,1,199.26,39.3
1757,681,432,0,0,1,911.29,108.66
1758,1560,8,1,0,1,150.1,15.08
1759,1100,107,1,2,0,121.89,29.32
1760,1093,84,0,2,0,48.53,0.0
1761,1499,605,3,2,0,2280.87,19.03
1762,1406,97,1,0,0,210.01,27.37
1763,979,210,0,0,2,441.22,40.79
1764,1387,186,0,1,0,95.32,83.26
1765,543,480,1,4,1,184.27,45.82
1766,700,248,1,2,0,101.96,68.11
1767,718,110,2,1,2,629.99,49.46
1768,290,346,2,1,0,236.77,14.53
1769,249,250,0,3,0,596.86,60.19
1770,1209,363,0,2,0,523.08,29.37
1771,581,561,1,1,0,389.34,26.33
1772,1149,283,1,4,2,675.16,49.02
1773,1744,174,2,1,0,244.16,110.08
1774,1066,200,2,1,2,1505.75,14.83
1775,381,696,1,1,2,189.41,22.34
1776,18,608,1,4,0,206.46,45.33
1777,439,274,1,0,0,347.67,14.59
1778,190,250,1,0,0,713.65,39.35
1779,834,197,0,4,0,79.0,26.53
1780,334,613,0,0,0,217.98,23.65
1781,379,563,0,3,1,144.78,11.58
1782,1335,272,0,0,0,146.83,48.04
1783,681,432,1,0,1,1318.96,43.83
1784,1309,652,1,3,0,324.74,47.94
1785,976,218,0,1,0,495.1,28.31
1786,1719,99,2,1,2,305.23,25.85
1787,926,599,0,3,0,1047.32,18.33
1788,1164,684,0,1,2,136.95,23.44
1789,1749,367,1,4,1,396.55,84.31
1790,1765,262,0,3,0,573.47,39.26
1791,1763,558,0,1,1,171.67,10.31
1792,158,7,2,1,0,1806.9,67.43
1793,292,336,2,1,2,645.5,42.02
1794,1074,482,2,1,1,247.54,36.24
1795,1710,48,1,2,0,80.15,53.39
1796,323,606,1,1,0,975.23,72.44
1797,1799,206,0,1,1,293.88,32.28
1798,495,674,3,3,1,2140.81,25.42
1799,1570,508,0,0,0,164.43,10.89
1800,594,579,0,1,0,112.41,7.91
1801,1481,156,1,1,1,153.46,36.7
1802,758,456,0,3,0,283.9,0.0
1803,95,392,1,4,0,194.41,56.84
1804,336,626,0,2,2,685.18,14.82
1805,337,426,2,0,2,333.28,24.07
1806,954,468,0,0,1,580.13,26.49
1807,17,607,2,0,0,1315.31,78.37
1808,1548,52,0,3,1,284.82,72.42
1809,620,501,0,0,0,224.58,16.2
1810,1207,550,3,2,0,439.12,35.73
1811,1232,691,1,1,0,310.0,64.03
1812,1238,683,1,3,2,170.76,29.56
1813,558,662,1,2,1,412.13,30.92
1814,783,448,2,3,0,238.88,30.95
1815,783,448,0,2,0,60.11,33.62
1816,1195,147,0,0,1,194.98,26.65
1817,1365,520,1,1,0,1378.03,59.16
1818,511,132,0,0,0,315.91,14.61
1819,909,588,0,0,0,601.52,2.06
1820,342,618,0,3,1,692.46,16.16
1821,535,172,2,0,1,285.96,28.18
1822,1691,65,2,0,0,1050.83,57.68
1823,968,707,1,0,0,170.82,34.23
1824,1308,387,1,0,1,434.49,39.17
1825,1478,38,0,1,0,150.49,25.43
1826,685,97,0,1,0,156.45,58.11
1827,189,272,1,4,0,150.47,51.96
1828,426,208,0,0,0,575.15,65.16
1829,921,410,0,3,0,75.01,56.1
1830,1152,345,1,2,0,413.42,72.26
1831,693,552,2,2,1,264.15,46.73
1832,73,319,0,0,0,891.39,19.37
1833,974,457,0,2,0,191.02,29.42
1834,681,432,1,2,2,1480.84,65.07
1835,1446,98,0,0,2,492.95,47.18
1836,1254,338,0,1,0,92.17,17.17
1837,1013,571,2,0,1,1760.93,68.07
1838,57,118,0,0,2,239.6,24.18
1839,347,373,1,0,0,468.52,34.13
1840,1062,641,1,0,0,146.12,52.15
1841,1171,220,1,0,2,744.87,35.3
1842,1148,507,0,0,0,71.84,52.18
1843,1729,478,2,4,1,251.42,47.02
1844,205,319,0,1,1,1002.3,8.72
1845,717,297,2,0,0,279.49,13.53
1846,1240,22,0,3,0,972.1,13.44
1847,1034,344,0,3,0,1034.5,26.51
1848,972,517,0,3,0,599.07,15.94
1849,164,290,0,3,0,256.03,3.57
1850,1329,302,2,0,1,547.34,39.22
1851,785,178,1,0,0,744.72,24.78
1852,1763,558,0,0,0,188.39,8.12
1853,1707,546,2,0,0,253.8,40.31
1854,1314,260,0,0,1,895.08,16.73
1855,73,319,3,4,0,2921.07,45.11
1856,144,617,1,3,0,873.42,45.83
1857,539,154,2,2,1,213.84,22.58
1858,343,666,2,2,1,1218.64,39.45
1859,1239,97,0,1,0,103.16,47.78
1860,480,118,0,1,0,291.78,32.41
1861,679,224,3,1,0,831.77,23.37
1862,9,231,3,0,1,378.73,100.7
1863,1087,394,1,0,1,157.9,72.24
1864,1362,251,1,1,0,1309.31,24.93
1865,563,104,0,4,0,255.5,36.39
1866,893,448,2,3,1,196.0,51.41
1867,337,426,0,2,2,118.38,48.26
1868,1701,322,1,0,0,370.49,17.79
1869,89,416,0,2,1,89.82,23.11
1870,576,708,3,3,0,310.13,57.73
1871,1769,393,3,3,1,318.51,12.67
1872,448,60,0,1,0,524.5,2.09
1873,1339,607,1,3,0,890.17,19.41
1874,1502,136,0,2,0,246.13,42.97
1875,863,285,3,0,1,949.01,26.79
1876,876,634,0,2,2,1065.25,0.42
1877,372,278,0,1,1,640.14,149.17
1878,1725,24,0,2,1,296.0,54.22
1879,1280,621,2,2,1,625.87,71.64
1880,1035,385,1,0,1,392.53,58.39
1881,409,213,0,1,0,477.76,7.72
1882,595,293,0,1,1,91.18,53.74
1883,1538,26,0,0,1,1002.74,57.47
1884,1642,425,2,4,0,243.78,70.28
1885,1610,274,0,1,1,260.7,22.52
1886,431,201,2,0,2,2323.35,22.98
1887,1681,517,1,0,1,944.36,43.28
1888,531,300,0,1,0,128.97,71.9
1889,1222,324,1,3,0,177.54,76.21
1890,1202,445,0,2,0,610.07,10.39
1891,1474,513,0,2,2,260.6,55.73
1892,379,563,0,3,1,148.26,23.35
1893,163,138,1,1,1,1496.79,11.7
1894,528,607,0,2,1,755.82,90.18
1895,555,594,2,3,0,233.81,36.0
1896,1705,617,0,1,0,510.6,49.18
1897,779,377,1,1,2,147.6,65.4
1898,1043,312,1,0,0,608.26,78.25
1899,1173,115,1,4,2,1055.24,74.46
1900,1054,518,0,0,0,68.3,54.75
1901,1361,226,1,4,0,1334.34,9.88
1902,1283,88,0,0,0,96.25,24.52
1903,1737,366,0,0,0,873.56,15.9
1904,1610,274,0,4,1,267.62,68.06
1905,26,16,0,2,2,322.55,37.66
1906,1320,453,0,0,1,620.61,5.7
1907,294,549,2,0,0,240.82,71.2
1908,1226,639,0,0,0,780.11,0.0
1909,147,417,0,4,0,273.76,0.0
1910,1329,302,0,0,0,207.87,18.57
1911,100,214,0,1,0,249.75,28.54
1912,896,466,1,3,0,333.79,22.6
1913,1488,160,1,1,0,1289.39,56.59
1914,1414,490,0,2,0,789.98,89.95
1915,69,93,1,2,1,814.57,43.81
1916,360,587,0,3,1,166.3,28.58
1917,1179,316,0,0,2,112.18,30.73
1918,1019,671,3,3,0,346.88,37.33
1919,431,201,2,3,0,1969.2,36.24
1920,1035,385,1,0,1,416.3,13.79
1921,1545,190,0,1,2,327.82,83.59
1922,934,442,0,3,1,527.41,4.42
1923,582,250,0,3,1,648.67,9.49
1924,517,90,2,4,0,330.39,16.9
1925,481,396,2,3,2,344.75,23.52
1926,497,515,1,0,1,457.38,11.52
1927,1424,580,0,0,0,739.75,18.81
1928,1536,414,0,1,0,252.81,32.41
1929,1254,338,0,3,0,210.2,9.32
1930,511,132,2,1,0,554.64,38.7
1931,852,367,1,2,2,379.01,31.86
1932,1153,265,0,2,1,837.52,107.73
1933,315,574,0,2,1,212.45,38.35
1934,1463,168,1,0,0,1135.04,1.23
1935,380,450,1,1,0,736.79,25.0
1936,1800,224,0,0,1,317.44,6.85
1937,232,138,2,2,0,1832.35,49.43
1938,1628,716,0,0,0,571.08,25.37
1939,545,533,2,0,1,1384.41,100.59
1940,163,138,2,1,2,2434.41,67.53
1941,630,558,1,3,0,188.43,167.34
1942,1363,199,3,0,0,1743.66,19.82
1943,1425,179,3,0,1,2915.81,35.71
1944,322,113,0,0,1,223.65,21.11
1945,1645,698,0,3,0,886.88,22.6
1946,947,283,0,2,0,276.14,10.09
1947,214,258,0,4,0,165.09,8.3
1948,828,274,0,3,1,269.46,84.14
1949,241,680,1,0,2,181.4,11.6
1950,83,109,0,4,0,1105.07,32.66
1951,200,494,0,1,1,94.26,79.3
1952,427,385,0,2,1,300.46,45.41
1953,78,573,2,3,1,783.41,56.08
1954,229,48,0,3,1,93.46,42.35
1955,94,202,1,2,1,1314.47,47.41
1956,1150,183,2,2,1,567.03,47.56
1957,43,529,0,2,2,143.96,11.79
1958,1406,97,0,2,0,181.87,239.9
1959,1446,98,0,3,0,431.82,137.58
1960,1602,387,0,0,1,328.74,13.39
1961,1234,551,2,0,0,238.03,45.64
1962,524,593,0,0,2,88.41,21.62
1963,150,577,3,1,0,940.57,30.53
1964,8,558,0,4,1,191.03,44.97
1965,43,529,0,0,0,67.99,6.76
1966,1441,92,0,3,0,588.22,79.69
1967,1027,485,1,2,1,1193.63,10.99
1968,716,181,0,4,0,145.07,108.17
1969,984,60,2,0,0,930.56,35.51
1970,1654,32,1,0,1,174.18,51.14
1971,538,638,1,0,1,1378.3,30.14
1972,377,525,0,0,1,277.01,102.26
1973,58,135,1,2,0,1388.04,10.31
1974,904,693,0,1,1,214.88,63.52
1975,1095,48,0,3,0,61.28,62.63
1976,90,708,2,0,0,244.68,63.37
1977,1662,36,0,0,0,583.63,17.35
1978,1652,271,1,0,1,178.2,40.89
1979,671,552,1,0,0,105.84,66.72
1980,482,291,2,0,0,1266.74,23.04
